336.033	436	336.048	455	336.035	449	336.033	497	336.033	412	336.036	-1279	335.9595	-2880	335.97	-4481	336.021	-5886
336.035	437	336.049	458	336.036	449	336.034	490	336.034	414	336.037	-1279	335.9615	-2878	335.971	-4485	336.022	-5874
336.036	437	336.05	458	336.037	448	336.036	490	336.036	413	336.039	-1272	335.9625	-2878	335.973	-4490	336.023	-5874
336.037	436	336.052	459	336.038	450	336.037	493	336.037	414	336.04	-1270	335.9635	-2870	335.974	-4495	336.025	-5870
336.039	438	336.053	463	336.04	451	336.038	497	336.038	419	336.041	-1270	335.9655	-2870	335.975	-4498	336.026	-5881
336.04	441	336.054	469	336.041	451	336.039	498	336.039	422	336.042	-1269	335.9665	-2872	335.976	-4504	336.027	-5893
336.041	443	336.055	475	336.042	452	336.041	499	336.041	419	336.044	-1270	335.9675	-2868	335.978	-4508	336.028	-5893
336.042	441	336.057	468	336.043	457	336.042	499	336.042	423	336.045	-1268	335.9685	-2871	335.979	-4483	336.03	-5894
336.044	439	336.058	467	336.045	459	336.043	500	336.043	427	336.046	-1269	335.9705	-2879	335.98	-4461	336.031	-5898
336.045	439	336.059	471	336.046	461	336.045	505	336.045	422	336.048	-1274	335.9715	-2867	335.982	-4458	336.032	-5903
336.046	440	336.06	477	336.047	461	336.046	507	336.046	419	336.049	-1276	335.9725	-2854	335.983	-4472	336.033	-5892
336.047	441	336.062	482	336.048	467	336.047	503	336.047	420	336.05	-1275	335.9735	-2861	335.984	-4471	336.035	-5882
336.049	440	336.063	482	336.05	469	336.048	499	336.048	423	336.051	-1274	335.9755	-2857	335.985	-4461	336.036	-5871
336.05	438	336.064	482	336.051	470	336.05	502	336.05	423	336.053	-1278	335.9765	-2853	335.987	-4431	336.037	-5865
336.051	439	336.066	485	336.052	469	336.051	507	336.051	427	336.054	-1274	335.9775	-2862	335.988	-4423	336.039	-5872
336.052	442	336.067	481	336.053	469	336.052	508	336.052	431	336.055	-1265	335.9785	-2883	335.989	-4429	336.04	-5872
336.054	448	336.068	483	336.055	469	336.053	507	336.053	432	336.056	-1263	335.9805	-2892	335.99	-4436	336.041	-5880
336.055	452	336.069	485	336.056	469	336.055	504	336.055	440	336.058	-1264	335.9815	-2896	335.992	-4457	336.042	-5889
336.056	454	336.071	483	336.057	469	336.056	508	336.056	442	336.059	-1270	335.9825	-2898	335.993	-4461	336.044	-5881
336.058	455	336.072	480	336.059	474	336.057	510	336.057	436	336.06	-1274	335.9845	-2898	335.994	-4457	336.045	-5872
336.059	454	336.073	483	336.06	475	336.058	511	336.058	434	336.061	-1271	335.9855	-2899	335.995	-4457	336.046	-5860
336.06	453	336.074	487	336.061	476	336.06	515	336.06	433	336.063	-1269	335.9865	-2887	335.997	-4460	336.047	-5852
336.061	452	336.076	490	336.062	480	336.061	520	336.061	431	336.064	-1267	335.9875	-2880	335.998	-4464	336.049	-5852
336.063	451	336.077	490	336.064	479	336.062	524	336.062	433	336.065	-1265	335.9895	-2874	335.999	-4468	336.05	-5853
336.064	454	336.078	488	336.065	476	336.064	525	336.064	434	336.067	-1265	335.9905	-2862	336	-4460	336.051	-5841
336.065	458	336.079	488	336.066	475	336.065	525	336.065	439	336.068	-1270	335.9915	-2858	336.002	-4430	336.052	-5838
336.066	459	336.081	495	336.067	475	336.066	525	336.066	443	336.069	-1274	335.9925	-2870	336.003	-4423	336.054	-5845
336.068	458	336.082	497	336.069	476	336.067	525	336.067	440	336.07	-1273	335.9945	-2884	336.004	-4437	336.055	-5858
336.069	459	336.083	494	336.07	479	336.069	520	336.069	439	336.072	-1275	335.9955	-2879	336.006	-4449	336.056	-5865
336.07	462	336.085	494	336.071	485	336.07	519	336.07	445	336.073	-1274	335.9965	-2877	336.007	-4456	336.058	-5873
336.071	464	336.086	499	336.072	490	336.071	521	336.071	451	336.074	-1270	335.9975	-2894	336.008	-4442	336.059	-5891
336.073	467	336.087	505	336.074	493	336.072	524	336.072	454	336.075	-1267	335.9995	-2895	336.009	-4434	336.06	-5902
336.074	472	336.088	507	336.075	489	336.074	527	336.074	453	336.077	-1266	336.0005	-2904	336.011	-4432	336.061	-5914
336.075	476	336.09	508	336.076	491	336.075	530	336.075	454	336.078	-1261	336.0015	-2909	336.012	-4416	336.063	-5925
336.077	477	336.091	514	336.077	495	336.076	532	336.076	455	336.079	-1263	336.0035	-2899	336.013	-4407	336.064	-5919
336.078	476	336.092	514	336.079	497	336.077	532	336.077	455	336.08	-1264	336.0045	-2891	336.014	-4414	336.065	-5913
336.079	475	336.093	514	336.08	498	336.079	534	336.079	457	336.082	-1263	336.0055	-2886	336.016	-4444	336.066	-5914
336.08	476	336.095	511	336.081	499	336.08	536	336.08	458	336.083	-1259	336.0065	-2890	336.017	-4466	336.068	-5916
336.082	477	336.096	511	336.083	501	336.081	538	336.081	460	336.084	-1257	336.0085	-2892	336.018	-4466	336.069	-5918
336.083	479	336.097	513	336.084	501	336.083	541	336.082	465	336.086	-1253	336.0095	-2883	336.019	-4459	336.07	-5909
336.084	483	336.098	517	336.085	501	336.084	542	336.084	467	336.087	-1251	336.0105	-2882	336.021	-4458	336.071	-5895
336.085	487	336.1	519	336.086	502	336.085	542	336.085	466	336.088	-1250	336.0115	-2875	336.022	-4444	336.073	-5881
336.087	490	336.101	523	336.088	503	336.086	541	336.086	468	336.089	-1246	336.0135	-2862	336.023	-4434	336.074	-5883
336.088	493	336.102	525	336.089	502	336.088	540	336.088	469	336.091	-1244	336.0145	-2849	336.024	-4436	336.075	-5886
336.089	497	336.104	523	336.09	508	336.089	538	336.089	470	336.092	-1242	336.0155	-2851	336.026	-4415	336.076	-5879
336.09	500	336.105	527	336.091	511	336.09	540	336.09	474	336.093	-1242	336.0165	-2855	336.027	-4394	336.078	-5874
336.092	501	336.106	531	336.093	511	336.091	543	336.091	478	336.094	-1243	336.0185	-2874	336.028	-4388	336.079	-5871
336.093	501	336.107	531	336.094	516	336.093	543	336.093	479	336.096	-1244	336.0195	-2893	336.029	-4406	336.08	-5865
336.094	501	336.109	531	336.095	514	336.094	544	336.094	479	336.097	-1247	336.0205	-2887	336.031	-4432	336.082	-5866
336.096	503	336.11	535	336.096	511	336.095	552	336.095	476	336.098	-1245	336.0225	-2876	336.032	-4441	336.083	-5875
336.097	505	336.111	539	336.098	511	336.096	556	336.096	480	336.099	-1245	336.0235	-2867	336.033	-4435	336.084	-5887
336.098	509	336.112	541	336.099	514	336.098	555	336.098	484	336.101	-1246	336.0245	-2860	336.035	-4435	336.085	-5905
336.099	511	336.114	543	336.1	519	336.099	559	336.099	487	336.102	-1242	336.0255	-2861	336.036	-4433	336.087	-5910
336.101	511	336.115	543	336.101	529	336.1	562	336.1	486	336.103	-1248	336.0275	-2856	336.037	-4430	336.088	-5902
336.102	508	336.116	541	336.103	535	336.102	559	336.101	487	336.105	-1250	336.0285	-2851	336.038	-4431	336.089	-5902
336.103	509	336.117	544	336.104	535	336.103	558	336.103	490	336.106	-1248	336.0295	-2841	336.04	-4427	336.09	-5903
336.104	514	336.119	547	336.105	530	336.104	563	336.104	492	336.107	-1248	336.0305	-2842	336.041	-4435	336.092	-5904
336.106	517	336.12	549	336.107	533	336.105	566	336.105	495	336.108	-1246	336.0325	-2834	336.042	-4456	336.093	-5907
336.107	517	336.121	552	336.108	537	336.107	573	336.106	496	336.11	-1247	336.0335	-2829	336.043	-4445	336.094	-5905
336.108	517	336.122	557	336.109	538	336.108	577	336.108	496	336.111	-1245	336.0345	-2844	336.045	-4432	336.095	-5897
336.109	519	336.124	562	336.11	536	336.109	579	336.109	499	336.112	-1237	336.0355	-2856	336.046	-4415	336.097	-5894
336.111	522	336.125	568	336.112	539	336.11	581	336.11	501	336.113	-1235	336.0375	-2869	336.047	-4406	336.098	-5894
336.112	524	336.126	565	336.113	542	336.112	583	336.112	501	336.115	-1233	336.0385	-2875	336.048	-4397	336.099	-5885
336.113	528	336.128	564	336.114	543	336.113	586	336.113	495	336.116	-1227	336.0395	-2880	336.05	-4409	336.1	-5872
336.115	531	336.129	564	336.115	540	336.114	585	336.114	495	336.117	-1226	336.0415	-2885	336.051	-4419	336.102	-5866
336.116	533	336.13	569	336.117	540	336.115	586	336.115	494	336.118	-1225	336.0425	-2888	336.052	-4424	336.103	-5859
336.117	534	336.131	571	336.118	543	336.117	584	336.117	501	336.12	-1223	336.0435	-2896	336.053	-4426	336.104	-5858
336.118	537	336.133	570	336.119	542	336.118	591	336.118	508	336.121	-1223	336.0445	-2891	336.055	-4432	336.106	-5866
336.12	541	336.134	573	336.12	543	336.119	597	336.119	514	336.122	-1224	336.0465	-2885	336.056	-4435	336.107	-5869
336.121	544	336.135	575	336.122	552	336.12	601	336.12	518	336.123	-1227	336.0475	-2868	336.057	-4442	336.108	-5874
336.122	545	336.136	576	336.123	555	336.122	602	336.122	521	336.125	-1226	336.0485	-2850	336.059	-4432	336.109	-5873
336.123	543	336.138	575	336.124	556	336.123	599	336.123	521	336.126	-1225	336.0495	-2847	336.06	-4413	336.111	-5870
336.125	544	336.139	575	336.125	558	336.124	597	336.124	522	336.127	-1219	336.0515	-2855	336.061	-4413	336.112	-5862
336.126	547	336.14	581	336.127	559	336.126	600	336.125	528	336.129	-1220	336.0525	-2863	336.062	-4412	336.113	-5863
336.127	550	336.141	592	336.128	562	336.127	599	336.127	535	336.13	-1219	336.0535	-2863	336.064	-4405	336.114	-5876
336.128	555	336.143	596	336.129	566	336.128	598	336.128	535	336.131	-1218	336.0545	-2847	336.065	-4410	336.116	-5877
336.13	559	336.144	592	336.131	566	336.129	605	336.129	535	336.132	-1215	336.0565	-2842	336.066	-4398	336.117	-5875
336.131	561	336.145	590	336.132	563	336.131	615	336.13	531	336.134	-1215	336.0575	-2833	336.067	-4391	336.118	-5868
336.132	563	336.147	587	336.133	566	336.132	617	336.132	529	336.135	-1215	336.0585	-2833	336.069	-4382	336.119	-5867
336.134	565	336.148	590	336.134	571	336.133	617	336.133	527	336.136	-1213	336.0605	-2830	336.07	-4378	336.121	-5881
336.135	565	336.149	594	336.136	579	336.134	617	336.134	529	336.137	-1216	336.0615	-2839	336.071	-4377	336.122	-5885
336.136	567	336.15	598	336.137	580	336.136	618	336.136	531	336.139	-1211	336.0625	-2847	336.072	-4394	336.123	-5880
336.137	568	336.152	604	336.138	585	336.137	618	336.137	532	336.14	-1204	336.0635	-2853	336.074	-4397	336.125	-5868
336.139	569	336.153	606	336.139	592	336.138	621	336.138	538	336.141	-1199	336.0655	-2858	336.075	-4404	336.126	-5867
336.14	570	336.154	609	336.141	593	336.139	622	336.139	542	336.142	-1194	336.0665	-2856	336.076	-4411	336.127	-5870
336.141	573	336.155	613	336.142	592	336.141	625	336.141	543	336.144	-1192	336.0675	-2858	336.077	-4398	336.128	-5879
336.142	578	336.157	612	336.143	592	336.142	631	336.142	548	336.145	-1195	336.0685	-2867	336.079	-4390	336.13	-5870
336.144	581	336.158	615	336.144	595	336.143	633	336.143	550	336.146	-1197	336.0705	-2876	336.08	-4376	336.131	-5860
336.145	586	336.159	623	336.146	597	336.145	632	336.144	553	336.148	-1195	336.0715	-2876	336.081	-4362	336.132	-5861
336.146	590	336.16	625	336.147	599	336.146	633	336.146	556	336.149	-1198	336.0725	-2883	336.082	-4372	336.133	-5857
336.147	590	336.162	624	336.148	599	336.147	639	336.147	558	336.15	-1201	336.0735	-2876	336.084	-4374	336.135	-5842
336.149	592	336.163	623	336.149	601	336.148	645	336.148	561	336.151	-1196	336.0755	-2856	336.085	-4395	336.136	-5840
336.15	594	336.164	623	336.151	598	336.15	648	336.149	561	336.153	-1187	336.0765	-2826	336.086	-4397	336.137	-5835
336.151	594	336.166	626	336.152	603	336.151	649	336.151	562	336.154	-1183	336.0775	-2819	336.088	-4398	336.138	-5829
336.153	595	336.167	633	336.153	607	336.152	654	336.152	565	336.155	-1185	336.0795	-2816	336.089	-4409	336.14	-5830
336.154	596	336.168	636	336.155	610	336.153	655	336.153	569	336.156	-1184	336.0805	-2818	336.09	-4411	336.141	-5819
336.155	596	336.169	638	336.156	608	336.155	655	336.154	571	336.158	-1182	336.0815	-2832	336.091	-4415	336.142	-5812
336.156	598	336.171	642	336.157	607	336.156	653	336.156	571	336.159	-1180	336.0825	-2850	336.093	-4432	336.143	-5820
336.158	603	336.172	647	336.158	608	336.157	652	336.157	574	336.16	-1183	336.0845	-2853	336.094	-4435	336.145	-5834
336.159	608	336.173	651	336.16	612	336.158	651	336.158	579	336.161	-1183	336.0855	-2861	336.095	-4431	336.146	-5845
336.16	608	336.174	650	336.161	615	336.16	655	336.16	579	336.163	-1181	336.0865	-2866	336.096	-4409	336.147	-5851
336.161	608	336.176	652	336.162	618	336.161	657	336.161	581	336.164	-1180	336.0875	-2874	336.098	-4386	336.149	-5854
336.163	608	336.177	651	336.163	624	336.162	660	336.162	586	336.165	-1180	336.0895	-2883	336.099	-4367	336.15	-5855
336.164	611	336.178	651	336.165	628	336.164	661	336.163	595	336.167	-1174	336.0905	-2878	336.1	-4369	336.151	-5867
336.165	615	336.179	655	336.166	629	336.165	662	336.165	598	336.168	-1167	336.0915	-2873	336.101	-4371	336.152	-5881
336.166	618	336.181	657	336.167	629	336.166	663	336.166	602	336.169	-1166	336.0925	-2873	336.103	-4397	336.154	-5876
336.168	622	336.182	655	336.168	631	336.167	662	336.167	598	336.17	-1166	336.0945	-2867	336.104	-4404	336.155	-5869
336.169	626	336.183	656	336.17	637	336.169	667	336.168	597	336.172	-1167	336.0955	-2855	336.105	-4380	336.156	-5865
336.17	630	336.184	661	336.171	641	336.17	673	336.17	595	336.173	-1164	336.0965	-2856	336.106	-4368	336.157	-5863
336.171	634	336.186	663	336.172	641	336.171	675	336.171	596	336.174	-1160	336.0975	-2876	336.108	-4373	336.159	-5860
336.173	635	336.187	661	336.173	638	336.172	678	336.172	600	336.175	-1156	336.0995	-2874	336.109	-4388	336.16	-5850
336.174	635	336.188	668	336.175	637	336.174	682	336.173	599	336.177	-1156	336.1005	-2866	336.11	-4389	336.161	-5851
336.175	635	336.19	674	336.176	642	336.175	685	336.175	601	336.178	-1153	336.1015	-2853	336.111	-4387	336.162	-5866
336.177	638	336.191	673	336.177	646	336.176	687	336.176	602	336.179	-1153	336.1035	-2845	336.113	-4383	336.164	-5882
336.178	640	336.192	675	336.179	647	336.177	689	336.177	604	336.18	-1156	336.1045	-2854	336.114	-4386	336.165	-5890
336.179	641	336.193	678	336.18	649	336.179	693	336.179	604	336.182	-1157	336.1055	-2882	336.115	-4391	336.166	-5889
336.18	639	336.195	678	336.181	652	336.18	692	336.18	602	336.183	-1159	336.1065	-2895	336.117	-4414	336.168	-5875
336.182	637	336.196	676	336.182	655	336.181	693	336.181	607	336.184	-1159	336.1085	-2896	336.118	-4431	336.169	-5870
336.183	635	336.197	683	336.184	659	336.183	697	336.182	610	336.186	-1158	336.1095	-2895	336.119	-4430	336.17	-5865
336.184	638	336.198	689	336.185	661	336.184	699	336.184	610	336.187	-1155	336.1105	-2896	336.12	-4434	336.171	-5856
336.185	642	336.2	689	336.186	660	336.185	701	336.185	614	336.188	-1153	336.1115	-2887	336.122	-4418	336.173	-5856
336.187	647	336.201	689	336.187	664	336.186	705	336.186	622	336.189	-1150	336.1135	-2874	336.123	-4407	336.174	-5856
336.188	649	336.202	692	336.189	670	336.188	705	336.187	625	336.191	-1141	336.1145	-2868	336.124	-4419	336.175	-5852
336.189	651	336.203	693	336.19	676	336.189	707	336.189	631	336.192	-1136	336.1155	-2868	336.125	-4423	336.176	-5845
336.19	654	336.205	695	336.191	680	336.19	709	336.19	632	336.193	-1136	336.1165	-2873	336.127	-4435	336.178	-5841
336.192	657	336.206	701	336.192	679	336.191	706	336.191	632	336.194	-1133	336.1185	-2878	336.128	-4451	336.179	-5846
336.193	661	336.207	703	336.194	678	336.193	709	336.192	632	336.196	-1130	336.1195	-2882	336.129	-4432	336.18	-5846
336.194	667	336.209	704	336.195	679	336.194	712	336.194	636	336.197	-1132	336.1205	-2868	336.13	-4408	336.181	-5844
336.196	673	336.21	708	336.196	684	336.195	715	336.195	640	336.198	-1132	336.1225	-2854	336.132	-4395	336.183	-5844
336.197	678	336.211	715	336.197	683	336.196	716	336.196	643	336.199	-1126	336.1235	-2852	336.133	-4397	336.184	-5854
336.198	682	336.212	721	336.199	685	336.198	720	336.197	643	336.201	-1125	336.1245	-2837	336.134	-4409	336.185	-5855
336.199	684	336.214	726	336.2	687	336.199	719	336.199	646	336.202	-1128	336.1255	-2816	336.135	-4402	336.186	-5849
336.201	685	336.215	725	336.201	693	336.2	721	336.2	649	336.203	-1128	336.1275	-2816	336.137	-4402	336.188	-5850
336.202	686	336.216	726	336.202	697	336.202	726	336.201	652	336.205	-1126	336.1285	-2821	336.138	-4414	336.189	-5860
336.203	686	336.217	729	336.204	701	336.203	728	336.203	655	336.206	-1122	336.1295	-2832	336.139	-4396	336.19	-5869
336.204	688	336.219	732	336.205	704	336.204	733	336.204	657	336.207	-1123	336.1305	-2834	336.141	-4386	336.192	-5866
336.206	690	336.22	733	336.206	706	336.205	733	336.205	657	336.208	-1121	336.1325	-2820	336.142	-4378	336.193	-5864
336.207	692	336.221	734	336.208	704	336.207	734	336.206	660	336.21	-1118	336.1335	-2803	336.143	-4371	336.194	-5869
336.208	691	336.222	736	336.209	705	336.208	736	336.208	667	336.211	-1113	336.1345	-2803	336.144	-4363	336.195	-5863
336.209	693	336.224	738	336.21	708	336.209	739	336.209	669	336.212	-1114	336.1355	-2811	336.146	-4353	336.197	-5849
336.211	695	336.225	740	336.211	717	336.21	744	336.21	669	336.213	-1115	336.1375	-2822	336.147	-4340	336.198	-5842
336.212	696	336.226	742	336.213	719	336.212	744	336.211	668	336.215	-1110	336.1385	-2822	336.148	-4329	336.199	-5844
336.213	698	336.228	745	336.214	719	336.213	744	336.213	668	336.216	-1107	336.1395	-2809	336.149	-4333	336.2	-5851
336.215	702	336.229	750	336.215	718	336.214	748	336.214	673	336.217	-1103	336.1415	-2795	336.151	-4347	336.202	-5859
336.216	705	336.23	749	336.216	724	336.215	750	336.215	677	336.218	-1100	336.1425	-2802	336.152	-4361	336.203	-5855
336.217	707	336.231	750	336.218	730	336.217	753	336.216	679	336.22	-1101	336.1435	-2818	336.153	-4375	336.204	-5855
336.218	710	336.233	753	336.219	730	336.218	761	336.218	681	336.221	-1102	336.1445	-2811	336.154	-4378	336.205	-5857
336.22	717	336.234	758	336.22	730	336.219	765	336.219	688	336.222	-1099	336.1465	-2805	336.156	-4366	336.207	-5843
336.221	724	336.235	762	336.221	736	336.22	766	336.22	694	336.223	-1099	336.1475	-2815	336.157	-4352	336.208	-5820
336.222	731	336.236	765	336.223	745	336.222	768	336.221	698	336.225	-1100	336.1485	-2842	336.158	-4352	336.209	-5808
336.223	735	336.238	769	336.224	747	336.223	770	336.223	698	336.226	-1094	336.1495	-2860	336.159	-4351	336.21	-5806
336.225	738	336.239	774	336.225	746	336.224	776	336.224	695	336.227	-1085	336.1515	-2861	336.161	-4355	336.212	-5809
336.226	739	336.24	774	336.226	745	336.226	778	336.225	696	336.229	-1082	336.1525	-2861	336.162	-4362	336.213	-5819
336.227	739	336.241	775	336.228	744	336.227	781	336.227	700	336.23	-1084	336.1535	-2855	336.163	-4342	336.214	-5832
336.228	741	336.243	783	336.229	744	336.228	785	336.228	704	336.231	-1083	336.1545	-2852	336.164	-4314	336.216	-5827
336.23	743	336.244	788	336.23	748	336.229	792	336.229	709	336.232	-1079	336.1565	-2859	336.166	-4308	336.217	-5813
336.231	746	336.245	790	336.232	758	336.231	792	336.23	714	336.234	-1080	336.1575	-2872	336.167	-4318	336.218	-5806
336.232	751	336.247	791	336.233	767	336.232	790	336.232	717	336.235	-1083	336.1585	-2869	336.168	-4324	336.219	-5815
336.234	754	336.248	788	336.234	765	336.233	795	336.233	718	336.236	-1085	336.1605	-2870	336.17	-4332	336.221	-5828
336.235	753	336.249	793	336.235	762	336.234	798	336.234	718	336.237	-1084	336.1615	-2867	336.171	-4342	336.222	-5830
336.236	751	336.25	804	336.237	767	336.236	800	336.235	720	336.239	-1080	336.1625	-2852	336.172	-4329	336.223	-5817
336.237	749	336.252	808	336.238	769	336.237	803	336.237	724	336.24	-1079	336.1635	-2834	336.173	-4343	336.224	-5813
336.239	752	336.253	809	336.239	770	336.238	799	336.238	728	336.241	-1070	336.1655	-2833	336.175	-4385	336.226	-5811
336.24	757	336.254	808	336.24	769	336.239	801	336.239	731	336.242	-1062	336.1665	-2840	336.176	-4385	336.227	-5807
336.241	760	336.255	807	336.242	769	336.241	807	336.24	729	336.244	-1060	336.1675	-2843	336.177	-4360	336.228	-5814
336.242	762	336.257	807	336.243	774	336.242	807	336.242	732	336.245	-1055	336.1685	-2841	336.178	-4326	336.229	-5827
336.244	765	336.258	811	336.244	783	336.243	810	336.243	737	336.246	-1049	336.1705	-2839	336.18	-4308	336.231	-5828
336.245	769	336.259	818	336.245	793	336.245	814	336.244	742	336.248	-1047	336.1715	-2843	336.181	-4301	336.232	-5825
336.246	771	336.26	827	336.247	797	336.246	820	336.245	742	336.249	-1051	336.1725	-2859	336.182	-4297	336.233	-5821
336.247	774	336.262	825	336.248	798	336.247	824	336.247	741	336.25	-1053	336.1735	-2864	336.183	-4300	336.235	-5828
336.249	777	336.263	823	336.249	797	336.248	825	336.248	742	336.251	-1050	336.1755	-2853	336.185	-4303	336.236	-5818
336.25	782	336.264	829	336.25	800	336.25	830	336.249	747	336.253	-1042	336.1765	-2839	336.186	-4302	336.237	-5796
336.251	789	336.265	835	336.252	803	336.251	837	336.251	755	336.254	-1039	336.1775	-2821	336.187	-4304	336.238	-5791
336.253	794	336.267	842	336.253	807	336.252	839	336.252	759	336.255	-1037	336.1795	-2819	336.188	-4323	336.24	-5803
336.254	799	336.268	847	336.254	809	336.253	838	336.253	762	336.256	-1032	336.1805	-2817	336.19	-4338	336.241	-5809
336.255	804	336.269	851	336.256	812	336.255	841	336.254	765	336.258	-1028	336.1815	-2819	336.191	-4352	336.242	-5804
336.256	810	336.271	852	336.257	814	336.256	847	336.256	774	336.259	-1030	336.1825	-2822	336.192	-4370	336.243	-5801
336.258	816	336.272	858	336.258	817	336.257	853	336.257	784	336.26	-1029	336.1845	-2829	336.194	-4371	336.245	-5798
