328.01776	17.873	328.02162	20.87233	328.02276	24.721	328.02361	20.623	328.02556	18.80833	328.02495	20.95833	328.0258	20.28767	328.02336	21.38733	328.02042	19.95933	328.01751	18.839	328.01245	21.44833	328.00441	21.376	327.99885	14.71433	327.99226	18.337	327.98706	23.22067	327.97888	20.63167	327.9696	21.57067	327.96057	21.03733	327.94864	18.178	331.00477	-13.94	331.00867	-13.94667	331.00981	-14.647	331.01067	-17.74033	331.01263	-19.994	331.01203	-20.08367	331.01288	-19.22667	331.01042	-23.74333	331.00745	-19.74067	331.00452	-21.828	330.99941	-17.30467	330.9913	-22.21667	330.98569	-20.38333	330.97904	-26.24967	330.97379	-22.40667	330.96554	-26.884	330.95618	-27.73967	330.94707	-26.612	330.93503	-33.174
328.02265	20.881	328.02651	19.041	328.02765	22.57133	328.0285	20.05333	328.03044	18.18933	328.02984	19.886	328.03069	19.56867	328.02825	22.52233	328.02531	17.62233	328.0224	20.147	328.01734	18.34833	328.0093	22.29667	328.00374	21.642	327.99715	19.32	327.99195	21.11633	327.98376	23.43467	327.97449	19.86633	327.96546	18.50567	327.95353	18.52567	331.00966	-14.338	331.01356	-14.74033	331.0147	-15.161	331.01556	-16.39433	331.01752	-18.04433	331.01691	-18.37933	331.01777	-16.65267	331.01531	-18.94867	331.01234	-19.334	331.00941	-18.03433	331.0043	-17.24433	330.99619	-20.61333	330.99058	-22.06567	330.98393	-20.59767	330.97868	-21.77233	330.97043	-25.206	330.96107	-27.208	330.95196	-24.70067	330.93992	-31.028
328.02754	15.52133	328.0314	21.56533	328.03253	20.213	328.03338	19.50633	328.03533	17.23167	328.03473	18.65633	328.03558	17.793	328.03314	20.02133	328.0302	19.031	328.02729	17.84233	328.02223	17.683	328.01419	21.26267	328.00863	21.03367	328.00204	19.63033	327.99683	19.87733	327.98865	19.77733	327.97938	17.36933	327.97035	21.27467	327.95841	18.655	331.01455	-12.18167	331.01844	-16.225	331.01959	-12.865	331.02045	-14.51933	331.02241	-15.865	331.0218	-14.55833	331.02266	-18.908	331.0202	-18.67633	331.01723	-22.76967	331.0143	-19.20033	331.00919	-15.93833	331.00108	-18.63767	330.99547	-19.071	330.98882	-17.615	330.98357	-21.09733	330.97531	-24.46233	330.96595	-25.93667	330.95684	-29.49033	330.94481	-34.29867
328.03243	16.16567	328.03629	21.26	328.03742	20.50267	328.03827	20.85433	328.04022	17.48033	328.03962	16.517	328.04047	19.98733	328.03803	23.00367	328.03509	19.64667	328.03218	17.532	328.02712	18.66367	328.01908	16.986	328.01352	20.67567	328.00693	20.363	328.00172	20.19233	327.99354	21.83133	327.98426	14.86867	327.97523	22.62167	327.9633	14.50533	331.01944	-12.97267	331.02333	-14.88767	331.02448	-14.27367	331.02533	-12.05167	331.0273	-10.548	331.02669	-15.85667	331.02755	-18.16767	331.02508	-18.382	331.02212	-16.84	331.01919	-16.97133	331.01408	-15.484	331.00597	-17.34433	331.00036	-20.426	330.99371	-23.602	330.98846	-20.45967	330.9802	-22.76967	330.97084	-24.559	330.96173	-27.625	330.94969	-33.22467
328.03732	18.23067	328.04118	18.99933	328.04231	21.683	328.04316	21.206	328.04511	21.164	328.04451	15.23167	328.04536	25.55033	328.04291	17.942	328.03997	23.12767	328.03707	18.871	328.032	19.71733	328.02396	19.36733	328.0184	21.08167	328.01182	22.19633	328.00661	19.64633	327.99843	20.40833	327.98915	17.29433	327.98012	22.393	327.96819	19.24467	331.02433	-12.22967	331.02822	-10.563	331.02937	-14.44	331.03022	-11.985	331.03219	-11.20233	331.03158	-19.565	331.03244	-15.025	331.02997	-14.675	331.02701	-16.87533	331.02408	-12.623	331.01897	-13.806	331.01085	-14.45033	331.00524	-17.81233	330.9986	-20.35233	330.99334	-21.05467	330.98509	-20.67267	330.97573	-24.46067	330.96662	-27.31333	330.95458	-26.91367
328.04221	20.65567	328.04607	17.02633	328.0472	19.14833	328.04805	16.581	328.05	17.64067	328.0494	19.86533	328.05025	21.75867	328.0478	17.71667	328.04486	20.06967	328.04196	18.41167	328.03689	20.50033	328.02885	19.77267	328.02329	17.307	328.0167	21.10067	328.0115	22.241	328.00332	18.03833	327.99404	17.733	327.98501	18.899	327.97308	19.992	331.02921	-11.318	331.03311	-12.10867	331.03425	-12.85633	331.03511	-13.53567	331.03708	-11.72133	331.03647	-16.93633	331.03733	-11.05133	331.03486	-17.34133	331.0319	-17.77967	331.02896	-15.19733	331.02385	-11.12533	331.01574	-14.771	331.01013	-19.60333	331.00349	-21.88033	330.99823	-17.95167	330.98998	-19.69967	330.98062	-22.94867	330.97151	-22.37767	330.95947	-23.88067
328.04709	19.729	328.05096	19.491	328.05209	16.78267	328.05294	17.33667	328.05489	18.669	328.05429	19.63233	328.05514	19.98767	328.05269	16.53133	328.04975	16.69933	328.04685	18.08833	328.04178	21.74033	328.03374	21.00467	328.02818	16.168	328.02159	22.38333	328.01639	18.611	328.00821	20.08267	327.99893	16.14	327.9899	21.53467	327.97796	19.58833	331.0341	-10.695	331.038	-12.832	331.03914	-9.96833	331.04	-11.4	331.04197	-8.505	331.04136	-11.73733	331.04222	-15.24867	331.03975	-18.10267	331.03678	-14.97167	331.03385	-12.85467	331.02874	-12.29833	331.02063	-14.291	331.01502	-15.16367	331.00837	-14.65033	331.00312	-17.114	330.99487	-19.159	330.98551	-20.62633	330.9764	-21.827	330.96436	-27.71067
328.05198	24.77233	328.05584	22.67133	328.05698	15.677	328.05783	20.11633	328.05978	22.09533	328.05917	17.9	328.06002	18.62967	328.05758	21.788	328.05464	16.89967	328.05174	18.81167	328.04667	19.45333	328.03863	19.887	328.03307	18.35467	328.02648	18.01833	328.02127	16.38467	328.01309	21.84	328.00382	18.16667	327.99479	19.48733	327.98285	18.016	331.03899	-9.52733	331.04289	-10.71867	331.04403	-12.375	331.04489	-9.25133	331.04686	-7.30267	331.04625	-11.12167	331.04711	-12.87033	331.04464	-14.09333	331.04167	-13.97333	331.03874	-11.98033	331.03363	-14.22933	331.02552	-16.40967	331.01991	-12.94	331.01326	-14.82267	331.00801	-21.63767	330.99976	-21.06033	330.99039	-19.01067	330.98128	-24.231	330.96924	-28.80533
328.05687	21.51633	328.06073	19.10767	328.06187	20.75133	328.06272	19.53967	328.06467	20.081	328.06406	18.37267	328.06491	20.97133	328.06247	18.69933	328.05953	19.574	328.05662	21.03833	328.05156	18.147	328.04352	20.703	328.03796	20.465	328.03137	16.629	328.02616	17.76333	328.01798	19.84767	328.0087	17.64667	327.99967	20.695	327.98774	20.57067	331.04388	-10.019	331.04778	-12.066	331.04892	-9.511	331.04978	-7.079	331.05174	-12.41	331.05114	-11.049	331.05199	-11.81733	331.04953	-10.41233	331.04656	-11.16767	331.04363	-14.339	331.03852	-8.712	331.03041	-14.98967	331.0248	-16.95433	331.01815	-15.29167	331.0129	-18.975	331.00464	-22.23067	330.99528	-20.43367	330.98617	-25.11033	330.97413	-24.089
328.06176	19.44033	328.06562	20.12733	328.06676	19.92567	328.06761	17.03667	328.06955	18.39767	328.06895	18.00767	328.0698	20.257	328.06736	18.43667	328.06442	19.208	328.06151	19.07233	328.05645	19.96567	328.04841	21.26833	328.04285	18.28633	328.03626	20.51667	328.03105	19.20067	328.02287	19.74467	328.01359	17.49633	328.00456	20.57867	327.99263	19.48733	331.04877	-8.96567	331.05267	-10.45267	331.05381	-6.83733	331.05467	-8.24533	331.05663	-15.292	331.05603	-12.038	331.05688	-13.28667	331.05442	-13.00033	331.05145	-11.431	331.04852	-14.33867	331.04341	-7.28133	331.0353	-14.22333	331.02969	-17.284	331.02304	-17.64933	331.01779	-15.21767	331.00953	-21.14167	331.00017	-22.48333	330.99106	-20.76467	330.97902	-24.15067
328.06665	20.47233	328.07051	19.23367	328.07164	18.049	328.0725	21.84467	328.07444	17.17467	328.07384	18.89	328.07469	21.381	328.07225	19.13733	328.06931	21.24433	328.0664	17.805	328.06134	18.669	328.0533	19.43833	328.04773	17.696	328.04115	23.22	328.03594	19.14567	328.02776	19.706	328.01848	20.42567	328.00945	19.634	327.99752	17.32767	331.05366	-7.55633	331.05755	-8.75533	331.0587	-9.106	331.05956	-10.91833	331.06152	-12.28133	331.06091	-10.52233	331.06177	-8.87967	331.05931	-12.09267	331.05634	-16.688	331.05341	-13.04167	331.0483	-13.04633	331.04018	-9.73967	331.03457	-12.96767	331.02793	-14.15133	331.02267	-16.342	331.01442	-21.27567	331.00506	-18.85	330.99595	-19.204	330.98391	-22.87867
328.07154	16.25367	328.0754	16.73133	328.07653	17.76	328.07738	21.02867	328.07933	20.767	328.07873	21.102	328.07958	22.34133	328.07714	18.48033	328.0742	20.26967	328.07129	16.69167	328.06622	21.696	328.05818	21.466	328.05262	20.22667	328.04603	20.02567	328.04083	16.79233	328.03265	18.417	328.02337	18.55533	328.01434	19.71633	328.0024	19.307	331.05855	-8.279	331.06244	-5.73533	331.06359	-10.53867	331.06444	-12.14967	331.06641	-8.34333	331.0658	-12.443	331.06666	-9.87967	331.06419	-9.16733	331.06123	-11.914	331.0583	-11.69	331.05319	-9.14867	331.04507	-9.5	331.03946	-10.21267	331.03282	-15.38733	331.02756	-18.76633	331.01931	-19.71233	331.00995	-20.25467	331.00084	-16.733	330.9888	-23.41067
328.07643	18.57	328.08029	20.41733	328.08142	20.57933	328.08227	17.95267	328.08422	17.38733	328.08362	19.86	328.08447	18.55567	328.08202	18.50833	328.07908	17.78933	328.07618	15.76933	328.07111	18.34367	328.06307	18.03767	328.05751	21.122	328.05092	23.922	328.04572	23.19267	328.03753	18.27367	328.02826	17.80967	328.01922	18.91633	328.00729	19.057	331.06344	-7.11533	331.06733	-4.77267	331.06848	-8.64767	331.06933	-7.78767	331.0713	-8.66167	331.07069	-10.549	331.07155	-9.74633	331.06908	-11.97767	331.06612	-9.15467	331.06319	-8.49	331.05807	-4.78067	331.04996	-10.64067	331.04435	-17.17267	331.0377	-11.031	331.03245	-15.38	331.0242	-16.39467	331.01483	-17.389	331.00572	-19.176	330.99368	-23.583
328.08132	19.26833	328.08518	21.63867	328.08631	17.62867	328.08716	18.65733	328.08911	20.78067	328.08851	24.27133	328.08936	18.13833	328.08691	17.00867	328.08397	17.757	328.08107	18.202	328.076	17.686	328.06796	19.35867	328.0624	17.87667	328.05581	17.71333	328.0506	23.22967	328.04242	18.39	328.03314	16.89267	328.02411	19.73833	328.01218	18.40733	331.06832	-3.016	331.07222	-8.089	331.07336	-6.02967	331.07422	-8.5	331.07619	-7.98967	331.07558	-11.07567	331.07644	-6.45033	331.07397	-10.477	331.07101	-7.726	331.06807	-10.004	331.06296	-8.177	331.05485	-11.77333	331.04924	-13.604	331.04259	-14.062	331.03734	-11.67867	331.02908	-13.407	331.01972	-17.55733	331.01061	-21.077	330.99857	-20.823
328.0862	18.46	328.09007	21.65233	328.0912	18.839	328.09205	20.538	328.094	16.867	328.0934	18.80433	328.09425	19.991	328.0918	18.06833	328.08886	20.06433	328.08596	22.123	328.08089	19.26333	328.07285	21.41167	328.06729	17.785	328.0607	22.48533	328.05549	17.88167	328.04731	16.22133	328.03803	17.92933	328.029	21.95333	328.01707	16.904	331.07321	-5.53367	331.07711	-8.27467	331.07825	-8.11733	331.07911	-5.12567	331.08108	-9.278	331.08047	-7.83567	331.08133	-7.39367	331.07886	-9.76633	331.07589	-9.667	331.07296	-9.96033	331.06785	-5.41633	331.05974	-7.63667	331.05413	-10.489	331.04748	-12.266	331.04223	-12.809	331.03397	-14.137	331.02461	-14.93	331.0155	-17.20567	331.00346	-16.501
328.09109	23.09333	328.09496	17.743	328.09609	22.99833	328.09694	20.74467	328.09889	20.061	328.09829	23.447	328.09914	17.76133	328.09669	23.989	328.09375	21.23267	328.09085	18.27633	328.08578	22.931	328.07774	22.072	328.07218	16.45367	328.06559	22.351	328.06038	18.77767	328.0522	20.15033	328.04292	15.26033	328.03389	19.49233	328.02195	16.99633	331.0781	-1.614	331.082	-8.93433	331.08314	-8.48267	331.084	-7.75467	331.08597	-9.01467	331.08536	-7.899	331.08622	-10.437	331.08375	-11.20333	331.08078	-5.732	331.07785	-8.53267	331.07274	-6.97433	331.06463	-7.38733	331.05902	-14.37433	331.05237	-10.85	331.04712	-10.061	331.03886	-11.172	331.0295	-14.88667	331.02039	-18.06867	331.00835	-17.29633
328.09598	20.85167	328.09984	20.65533	328.10098	22.52967	328.10183	18.72133	328.10378	17.938	328.10317	17.29833	328.10402	19.40033	328.10158	20.854	328.09864	15.659	328.09573	20.193	328.09067	23.40333	328.08263	20.33467	328.07706	16.433	328.07048	20.75267	328.06527	21.87867	328.05709	18.743	328.04781	19.738	328.03878	18.586	328.02684	19.92367	331.08299	-3.495	331.08689	-3.737	331.08803	-5.53767	331.08889	-4.808	331.09085	-11.18467	331.09025	-7.94667	331.0911	-10.21933	331.08864	-8.183	331.08567	-5.93633	331.08274	-9.51667	331.07763	-6.743	331.06952	-9.88	331.0639	-14.914	331.05726	-10.75933	331.052	-10.49333	331.04375	-9.42733	331.03439	-14.21567	331.02527	-16.94567	331.01323	-16.95667
328.10087	20.865	328.10473	15.64833	328.10587	19.55767	328.10672	18.88033	328.10867	17.46333	328.10806	19.99933	328.10891	20.03833	328.10647	17.14533	328.10353	18.766	328.10062	19.12	328.09556	19.63	328.08752	14.272	328.08195	17.07433	328.07536	19.415	328.07016	22.94333	328.06198	20.75833	328.0527	19.754	328.04366	18.94133	328.03173	18.235	331.08788	-5.17733	331.09178	-1.39567	331.09292	-7.445	331.09378	-2.81167	331.09574	-7.379	331.09514	-6.85867	331.09599	-6.47533	331.09353	-9.062	331.09056	-2.51267	331.08763	-8.69233	331.08252	-6.429	331.0744	-7.97333	331.06879	-11.33567	331.06215	-12.03867	331.05689	-11.88467	331.04864	-10.16167	331.03927	-16.34533	331.03016	-14.78567	331.01812	-16.174
328.10576	19.27633	328.10962	18.40633	328.11076	19.678	328.11161	18.77733	328.11355	17.232	328.11295	23.27133	328.1138	22.53433	328.11136	18.31533	328.10842	16.99433	328.10551	19.22567	328.10045	21.22967	328.0924	17.45233	328.08684	17.49433	328.08025	20.33233	328.07505	24.55633	328.06686	21.138	328.05758	19.127	328.04855	17.64967	328.03662	18.06133	331.09277	-3.85367	331.09666	-5.45433	331.09781	-5.886	331.09867	-7.29633	331.10063	-9.616	331.10002	-7.801	331.10088	-7.53767	331.09842	-4.347	331.09545	-6.10333	331.09252	-6.77833	331.08741	-7.41133	331.07929	-7.73033	331.07368	-7.695	331.06703	-11.50167	331.06178	-11.069	331.05353	-10.93067	331.04416	-11.996	331.03505	-15.15967	331.02301	-13.185
328.11065	19.23767	328.11451	17.24567	328.11564	19.674	328.11649	20.065	328.11844	19.98267	328.11784	21.465	328.11869	20.39133	328.11625	19.14167	328.11331	15.85733	328.1104	19.005	328.10533	23.317	328.09729	20.97367	328.09173	18.58	328.08514	21.09667	328.07993	21.576	328.07175	20.443	328.06247	20.163	328.05344	20.83467	328.04151	21.17033	331.09766	-4.729	331.10155	-5.616	331.1027	-1.702	331.10356	-7.566	331.10552	-8.701	331.10491	-5.11133	331.10577	-4.78367	331.1033	-7.16367	331.10034	-8.35267	331.09741	-9.04	331.0923	-6.01133	331.08418	-7.51233	331.07857	-10.24633	331.07192	-10.03033	331.06667	-11.92433	331.05841	-12.753	331.04905	-15.09667	331.03994	-14.58833	331.0279	-13.858
328.11554	18.65567	328.1194	21.22033	328.12053	18.05133	328.12138	20.62667	328.12333	17.928	328.12273	16.64533	328.12358	20.51867	328.12114	18.26867	328.11819	18.06467	328.11529	15.902	328.11022	19.233	328.10218	16.56367	328.09662	22.26467	328.09003	19.52067	328.08482	23.15267	328.07664	20.61367	328.06736	22.22867	328.05833	22.14233	328.04639	21.047	331.10255	-2.87867	331.10644	-8.11667	331.10759	-4.26333	331.10844	-4.90867	331.11041	-5.41533	331.1098	-4.116	331.11066	-5.35067	331.10819	-7.03033	331.10523	-5.912	331.1023	-5.66833	331.09718	-5.81333	331.08907	-9.84633	331.08346	-7.08167	331.07681	-8.50467	331.07156	-8.982	331.0633	-10.35367	331.05394	-14.67833	331.04483	-14.053	331.03278	-12.716
328.12043	19.125	328.12429	21.406	328.12542	18.70833	328.12627	17.54667	328.12822	22.97633	328.12762	19.28633	328.12847	20.106	328.12602	18.651	328.12308	18.27833	328.12018	18.076	328.11511	18.24333	328.10707	19.19267	328.10151	21.29633	328.09492	18.99	328.08971	21.665	328.08153	16.365	328.07225	20.003	328.06322	20.53267	328.05128	20.88567	331.10743	1.502	331.11133	-3.84367	331.11247	-1.127	331.11333	-7.02933	331.1153	-5.52533	331.11469	-4.715	331.11555	-6.31267	331.11308	-5.12033	331.11012	-4.472	331.10718	-7.15933	331.10207	-6.28533	331.09396	-12.19267	331.08835	-5.343	331.0817	-8.121	331.07645	-5.67067	331.06819	-9.83133	331.05883	-6.65733	331.04971	-13.93333	331.03767	-16.206
328.12531	19.00667	328.12918	19.16067	328.13031	21.09967	328.13116	18.95267	328.13311	22.91933	328.13251	17.64067	328.13336	20.65233	328.13091	21.22267	328.12797	21.60433	328.12507	17.96367	328.12	20.751	328.11196	18.74167	328.1064	20.17467	328.09981	19.725	328.0946	23.95	328.08642	18.441	328.07714	22.05567	328.0681	21.89167	328.05617	21.22767	331.11232	-3.47667	331.11622	-2.60267	331.11736	-2.52867	331.11822	-3.569	331.12019	-2.683	331.11958	-3.16333	331.12044	-3.23367	331.11797	-5.076	331.115	-2.56733	331.11207	-3.809	331.10696	-2.64767	331.09885	-10.041	331.09324	-4.938	331.08659	-6.75567	331.08133	-9.32767	331.07308	-9.97233	331.06371	-7.92433	331.0546	-11.90867	331.04256	-16.244
328.1302	21.307	328.13407	18.42433	328.1352	19.61133	328.13605	20.41033	328.138	22.119	328.1374	18.48067	328.13825	20.124	328.1358	23.49533	328.13286	21.504	328.12996	21.919	328.12489	19.01433	328.11685	19.462	328.11128	20.05933	328.10469	20.082	328.09949	22.41233	328.0913	20.104	328.08202	23.31433	328.07299	22.09567	328.06106	21.36133	331.11721	-4.138	331.12111	-3.61767	331.12225	-5.282	331.12311	-5.025	331.12508	-0.73067	331.12447	-0.73833	331.12533	-3.19533	331.12286	-4.44933	331.11989	-6.498	331.11696	-2.13367	331.11185	-4.34533	331.10374	-6.947	331.09812	-9.40833	331.09148	-4.67833	331.08622	-9.343	331.07797	-7.12667	331.0686	-6.94	331.05949	-11.28133	331.04745	-13.32233
328.13509	17.96933	328.13895	18.66267	328.14009	23.84367	328.14094	20.85033	328.14289	19.59033	328.14228	21.02467	328.14314	20.69433	328.14069	22.09333	328.13775	17.84133	328.13484	23.47733	328.12978	18.76067	328.12173	19.48	328.11617	21.706	328.10958	20.047	328.10438	21.46133	328.09619	21.677	328.08691	20.103	328.07788	22.15567	328.06594	20.881	331.1221	-2.09733	331.126	-2.08333	331.12714	-5.31933	331.128	-2.876	331.12997	-3.897	331.12936	-1.735	331.13022	-5.58	331.12775	-4.70933	331.12478	-3.77933	331.12185	-4.07967	331.11674	-2.54167	331.10862	-4.45433	331.10301	-5.69633	331.09636	-7.882	331.09111	-8.358	331.08285	-6.03233	331.07349	-8.066	331.06438	-12.39933	331.05234	-11.40433
328.13998	20.666	328.14384	20.46333	328.14498	20.535	328.14583	17.127	328.14778	16.68767	328.14717	21.90967	328.14802	17.10367	328.14558	19.784	328.14264	22.06867	328.13973	20.70833	328.13467	21.465	328.12662	21.32067	328.12106	18.03267	328.11447	22.94967	328.10926	21.56867	328.10108	20.786	328.0918	19.919	328.08277	18.34967	328.07083	18.34167	331.12699	-0.54	331.13089	-1.69667	331.13203	-3.79033	331.13289	-2.94833	331.13485	-2.57833	331.13425	-0.896	331.1351	-6.019	331.13264	-9.103	331.12967	-4.46467	331.12674	-2.54667	331.12163	-2.31433	331.11351	-5.86633	331.1079	-3.431	331.10125	-9.04767	331.096	-6.08967	331.08774	-5.251	331.07838	-3.919	331.06927	-8.29433	331.05722	-11.90267
