330.36581	-10	330.39743	330.43805	329.34973	329.34633	329.34358	331.38189	331.44854	331.53252
330.39968	0	330.39968	330.39968	329.34613	329.34613	329.34613	331.45324	331.45324	331.45324
330.43805	10	330.39743	330.36581	329.34358	329.34633	329.34973	331.53252	331.44854	331.38189
330.47629	20	330.39095	330.34053	329.34251	329.34693	329.35335	331.61007	331.43497	331.32771
330.50979	30	330.38101	330.32689	329.34266	329.34795	329.35566	331.67692	331.41408	331.29811
330.53451	40	330.36883	330.32653	329.34337	329.34936	329.35572	331.72566	331.3883	331.29733
330.54747	50	330.35586	330.3395	329.34393	329.35106	329.35352	331.75102	331.36066	331.32548
330.54711	60	330.34367	330.36423	329.34391	329.35286	329.34994	331.75032	331.33449	331.37852
330.53348	70	330.33374	330.39774	329.34333	329.35447	329.3463	331.72363	331.31301	331.44918
330.50821	80	330.32725	330.43599	329.34263	329.35559	329.34368	331.67378	331.29891	331.52829
330.47435	90	330.325	330.47435	329.34254	329.356	329.34254	331.60616	331.294	331.60616
330.43599	100	330.32725	330.50821	329.34368	329.35559	329.34263	331.52829	331.29891	331.67378
330.39774	110	330.33374	330.53348	329.3463	329.35447	329.34333	331.44918	331.31301	331.72363
330.36423	120	330.34367	330.54711	329.34994	329.35286	329.34391	331.37852	331.33449	331.75032
330.3395	130	330.35586	330.54747	329.35352	329.35106	329.34393	331.32548	331.36066	331.75102
330.32653	140	330.36883	330.53451	329.35572	329.34936	329.34337	331.29733	331.3883	331.72566
330.32689	150	330.38101	330.50979	329.35566	329.34795	329.34266	331.29811	331.41408	331.67692
330.34053	160	330.39095	330.47629	329.35335	329.34693	329.34251	331.32771	331.43497	331.61007
330.36581	170	330.39743	330.43805	329.34973	329.34633	329.34358	331.38189	331.44854	331.53252
330.39968	180	330.39968	330.39968	329.34613	329.34613	329.34613	331.45324	331.45324	331.45324
330.43805	190	330.39743	330.36581	329.34358	329.34633	329.34973	331.53252	331.44854	331.38189
330.47629	200	330.39095	330.34053	329.34251	329.34693	329.35335	331.61007	331.43497	331.32771
330.50979	210	330.38101	330.32689	329.34266	329.34795	329.35566	331.67692	331.41408	331.29811
330.53451	220	330.36883	330.32653	329.34337	329.34936	329.35572	331.72566	331.3883	331.29733
330.54747	230	330.35586	330.3395	329.34393	329.35106	329.35352	331.75102	331.36066	331.32548
330.54711	240	330.34367	330.36423	329.34391	329.35286	329.34994	331.75032	331.33449	331.37852
330.53348	250	330.33374	330.39774	329.34333	329.35447	329.3463	331.72363	331.31301	331.44918
330.50821	260	330.32725	330.43599	329.34263	329.35559	329.34368	331.67378	331.29891	331.52829
330.47435	270	330.325	330.47435	329.34254	329.356	329.34254	331.60616	331.294	331.60616
330.43599	280	330.32725	330.50821	329.34368	329.35559	329.34263	331.52829	331.29891	331.67378
330.39774	290	330.33374	330.53348	329.3463	329.35447	329.34333	331.44918	331.31301	331.72363
330.36423	300	330.34367	330.54711	329.34994	329.35286	329.34391	331.37852	331.33449	331.75032
330.3395	310	330.35586	330.54747	329.35352	329.35106	329.34393	331.32548	331.36066	331.75102
330.32653	320	330.36883	330.53451	329.35572	329.34936	329.34337	331.29733	331.3883	331.72566
2.00292E6	--	2.00368E6	2.00265E6				--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
	--						--		
